DetailID,CommentID,CmtQty,movieId,TagId
11728,46651,1,475,475
11729,46651,1,476,476
11730,46651,4,477,477
11731,46651,12,478,478
11732,46651,3,479,479
11733,46652,1,480,480
11734,46652,5,481,481
11735,46652,2,482,482
11736,46652,5,484,484
11737,46652,2,485,485
11738,46652,1,486,486
11739,46652,4,487,487
11740,46652,3,488,488
11741,46652,3,489,489
11742,46652,1,490,490
11743,46652,2,491,491
11744,46652,8,492,492
11745,46652,2,493,493
11746,46652,8,494,494
11747,46652,13,495,495
11748,46652,9,496,496
11749,46652,3,497,497
11750,46652,4,499,499
11751,46652,5,500,500
11752,46652,5,501,501
11753,46652,5,502,502
11754,46652,4,504,504
11755,46652,6,505,505
11756,46652,3,506,506
11757,46652,6,507,507
11758,46652,4,508,508
11759,46652,8,509,509
11760,46652,2,510,510
11761,46652,8,511,511
11762,46652,2,512,512
11763,46652,4,513,513
11764,46652,7,514,514
11765,46652,3,515,515
11766,46652,11,516,516
11767,46652,8,517,517
11768,46652,7,518,518
11769,46652,15,519,519
11770,46652,3,520,520
11771,46652,3,521,521
11772,46652,4,522,522
11773,46652,3,523,523
11774,46652,9,524,524
11775,46653,1,526,526
11776,46653,1,527,527
11777,46653,2,528,528
11778,46653,1,529,529
11779,46653,1,531,531
11780,46653,2,532,532
11781,46654,2,533,533
11782,46654,1,534,534
11783,46654,3,535,535
11784,46654,2,536,536
11785,46654,4,537,537
11786,46654,2,538,538
11787,46654,4,539,539
11788,46654,3,540,540
11789,46654,2,541,541
11790,46654,2,542,542
11791,46654,3,543,543
11792,46654,1,544,544
11793,46654,1,546,546
11794,46654,2,547,547
11795,46654,2,548,548
11796,46654,1,549,549
11797,46654,4,550,550
11798,46654,3,551,551
11799,46655,6,552,552
11800,46655,3,553,553
11801,46655,3,555,555
11802,46655,2,556,556
11803,46655,2,558,558
11804,46655,4,562,562
11805,46655,2,563,563
11806,46655,4,564,564
11807,46655,2,567,567
11808,46655,5,568,568
11809,46655,4,569,569
11810,46655,2,573,573
11811,46655,2,574,574
11812,46655,2,575,575
11813,46655,2,577,577
11814,46655,4,579,579
11815,46655,2,580,580
11816,46655,2,581,581
11817,46655,2,583,583
11818,46655,3,585,585
11819,46655,3,586,586
11820,46655,2,587,587
11821,46655,6,588,588
11822,46655,1,589,589
11823,46655,4,590,590
11824,46655,8,592,592
11825,46655,2,593,593
11826,46655,3,594,594
11827,46655,1,595,595
11828,46655,1,596,596
11829,46655,1,597,597
11830,46655,1,599,599
11831,46656,2,600,600
11832,46657,4,602,602
11833,46657,2,605,605
11834,46657,6,606,606
11835,46657,3,608,608
11836,46657,4,609,609
11837,46657,14,610,610
11838,46657,8,611,611
11839,46657,8,612,612
11840,46657,12,613,613
11841,46657,7,615,615
11842,46657,14,616,616
11843,46657,4,617,617
11844,46657,2,618,618
11845,46657,8,619,619
11846,46657,4,626,626
11847,46657,4,627,627
11848,46657,11,628,628
11849,46657,2,631,631
11850,46657,6,632,632
11851,46657,10,633,633
11852,46657,5,634,634
11853,46657,6,635,635
11854,46657,3,636,636
11855,46657,1,637,637
11856,46657,4,638,638
11857,46657,14,639,639
11858,46657,1,640,640
11859,46657,3,645,645
11860,46657,7,647,647
11861,46657,12,648,648
11862,46657,9,649,649
11863,46657,3,650,650
11864,46657,6,653,653
11865,46657,6,656,656
11866,46657,10,661,661
11867,46657,4,662,662
11868,46657,6,663,663
11869,46657,2,665,665
11870,46657,8,667,667
11871,46657,3,668,668
11872,46657,8,670,670
11873,46657,4,671,671
11874,46657,6,673,673
11875,46657,5,674,674
11876,46657,2,678,678
11877,46657,8,679,679
11878,46657,3,680,680
11879,46657,8,685,685
11880,46657,7,688,688
11881,46657,1,691,691
11882,46657,8,692,692
11883,46657,5,694,694
11884,46657,6,695,695
11885,46657,5,697,697
11886,46657,2,698,698
11887,46657,15,700,700
11888,46658,4,703,703
11889,46658,4,704,704
11890,46658,2,706,706
11891,46658,2,707,707
11892,46658,1,708,708
11893,46658,1,709,709
11894,46658,1,710,710
11895,46658,2,711,711
11896,46659,1,714,714
11897,46659,1,715,715
11898,46660,3,718,718
11899,46660,1,719,719
11900,46660,3,720,720
11901,46660,8,722,722
11902,46660,7,724,724
11903,46660,5,725,725
11904,46660,4,726,726
11905,46660,3,728,728
11906,46660,9,731,731
11907,46660,6,733,733
11908,46660,4,735,735
11909,46660,6,736,736
11910,46660,2,737,737
11911,46660,7,741,741
11912,46660,3,742,742
11913,46660,21,743,743
11914,46660,4,745,745
11915,46660,4,747,747
11916,46660,6,748,748
11917,46660,1,750,750
11918,46660,5,757,757
11919,46660,2,759,759
11920,46660,5,760,760
11921,46660,6,761,761
11922,46660,21,762,762
11923,46660,2,764,764
11924,46660,16,765,765
11925,46660,5,766,766
11926,46660,2,773,773
11927,46660,5,775,775
11928,46660,6,778,778
11929,46660,12,779,779
11930,46660,6,780,780
11931,46660,4,781,781
11932,46660,4,782,782
11933,46660,4,783,783
11934,46660,10,784,784
11935,46660,4,785,785
11936,46660,2,786,786
11937,46660,4,788,788
11938,46660,1,790,790
11939,46660,7,791,791
11940,46660,6,795,795
11941,46660,3,798,798
11942,46660,2,799,799
11943,46661,2,800,800
11944,46661,1,801,801
11945,46662,4,802,802
11946,46662,4,803,803
11947,46662,5,804,804
11948,46662,5,805,805
11949,46662,9,806,806
11950,46662,3,808,808
11951,46662,3,809,809
11952,46662,1,810,810
11953,46662,4,813,813
11954,46662,4,818,818
11955,46662,2,823,823
11956,46662,1,824,824
11957,46662,2,828,828
11958,46662,5,829,829
11959,46662,4,830,830
11960,46662,7,832,832
11961,46662,2,833,833
11962,46662,4,835,835
11963,46662,4,836,836
11964,46662,4,837,837
11965,46662,3,838,838
11966,46662,4,839,839
11967,46662,1,840,840
11968,46662,1,841,841
11969,46662,3,842,842
11970,46662,1,848,848
11971,46662,6,849,849
11972,46662,1,851,851
11973,46662,3,852,852
11974,46662,1,858,858
11975,46662,2,861,861
11976,46662,3,866,866
11977,46662,5,867,867
11978,46662,3,869,869
11979,46662,3,870,870
11980,46662,4,875,875
11981,46662,18,876,876
11982,46662,8,879,879
11983,46662,12,880,880
11984,46662,1,881,881
11985,46662,12,882,882
11986,46662,9,885,885
11987,46662,6,886,886
11988,46662,3,888,888
11989,46662,6,889,889
11990,46662,4,891,891
11991,46662,8,892,892
11992,46662,4,893,893
11993,46662,8,896,896
11994,46662,4,897,897
11995,46662,1,898,898
11996,46662,6,899,899
11997,46662,10,900,900
11998,46662,9,901,901
11999,46662,5,902,902
12000,46662,7,903,903
12001,46662,6,904,904
12002,46663,3,905,905
12003,46663,3,906,906
12004,46663,5,907,907
12005,46663,5,908,908
12006,46663,1,909,909
12007,46663,3,910,910
12008,46663,1,911,911
12009,46663,5,912,912
12010,46663,2,913,913
1,43659,1,914,914
2,43659,3,915,915
3,43659,1,916,916
4,43659,1,917,917
5,43659,1,918,918
6,43659,2,919,919
7,43659,1,920,920
8,43659,3,921,921
9,43659,1,922,922
10,43659,6,923,923
11,43659,2,924,924
12,43659,4,926,926
13,43660,1,927,927
14,43660,1,928,928
15,43661,1,929,929
16,43661,1,930,930
17,43661,2,931,931
18,43661,4,932,932
19,43661,4,933,933
20,43661,2,934,934
21,43661,3,935,935
22,43661,2,936,936
23,43661,2,937,937
24,43661,2,938,938
25,43661,4,940,940
26,43661,2,941,941
27,43661,2,942,942
28,43661,2,943,943
29,43661,5,944,944
30,43662,3,945,945
31,43662,5,946,946
32,43662,2,947,947
33,43662,4,948,948
34,43662,3,949,949
35,43662,5,950,950
36,43662,3,951,951
37,43662,2,952,952
38,43662,1,953,953
39,43662,1,954,954
40,43662,3,955,955
41,43662,1,956,956
42,43662,6,959,959
43,43662,1,961,961
44,43662,3,963,963
45,43662,1,965,965
46,43662,3,968,968
47,43662,1,969,969
48,43662,1,970,970
49,43662,1,971,971
50,43662,3,973,973
51,43662,1,976,976
52,43663,1,979,979
53,43664,1,981,981
54,43664,4,982,982
55,43664,1,984,984
56,43664,1,986,986
57,43664,2,987,987
58,43664,3,988,988
59,43664,1,990,990
60,43664,1,991,991
61,43665,2,993,993
62,43665,1,994,994
63,43665,1,996,996
64,43665,2,998,998
65,43665,2,999,999
66,43665,2,1003,1003
67,43665,2,1004,1004
68,43665,1,1005,1005
69,43665,6,1006,1006
70,43665,1,1007,1007
71,43666,1,1008,1008
72,43666,1,1009,1009
73,43666,1,1010,1010
74,43666,1,1011,1011
75,43666,2,1012,1012
76,43666,1,1013,1013
77,43667,3,1014,1014
78,43667,1,1015,1015
79,43667,1,1016,1016
80,43667,1,1017,1017
81,43668,3,1018,1018
82,43668,2,1019,1019
83,43668,7,1020,1020
84,43668,6,1021,1021
85,43668,6,1022,1022
86,43668,6,1023,1023
87,43668,2,1024,1024
88,43668,2,1025,1025
89,43668,2,1027,1027
90,43668,4,1028,1028
91,43668,2,1029,1029
92,43668,3,1030,1030
93,43668,3,1031,1031
94,43668,2,1032,1032
95,43668,3,1033,1033
96,43668,2,1034,1034
97,43668,2,1035,1035
98,43668,2,1036,1036
99,43668,1,1037,1037
100,43668,2,1040,1040
101,43668,4,1041,1041
102,43668,6,1042,1042
103,43668,4,1043,1043
104,43668,3,1046,1046
105,43668,4,1047,1047
106,43668,3,1049,1049
107,43668,1,1050,1050
108,43668,3,1051,1051
109,43668,3,1053,1053
110,43669,1,1054,1054
111,43670,1,1055,1055
112,43670,2,1056,1056
113,43670,2,1057,1057
114,43670,1,1059,1059
115,43671,1,1060,1060
116,43671,2,1061,1061
117,43671,1,1064,1064
118,43671,2,1066,1066
119,43671,2,1068,1068
120,43671,2,1073,1073
121,43671,2,1076,1076
122,43671,2,1077,1077
123,43671,1,1078,1078
124,43671,1,1079,1079
125,43671,1,1080,1080
126,43672,6,1081,1081
127,43672,2,1082,1082
128,43672,1,1083,1083
129,43673,1,1084,1084
130,43673,3,1085,1085
131,43673,1,1086,1086
132,43673,2,1088,1088
133,43673,1,1089,1089
134,43673,2,1090,1090
135,43673,2,1091,1091
136,43673,1,1092,1092
137,43673,2,1093,1093
138,43673,1,1094,1094
139,43673,4,1095,1095
140,43674,3,1096,1096
141,43675,4,1097,1097
142,43675,5,1099,1099
143,43675,2,1100,1100
144,43675,1,1101,1101
145,43675,2,1103,1103
146,43675,2,1104,1104
147,43675,2,1105,1105
148,43675,1,1107,1107
149,43675,3,1111,1111
150,43676,2,1112,1112
151,43676,2,1114,1114
152,43676,1,1116,1116
153,43676,3,1117,1117
154,43676,4,1119,1119
155,43677,3,1120,1120
156,43677,1,1121,1121
157,43677,1,1123,1123
158,43677,1,1124,1124
159,43677,2,1125,1125
160,43677,4,1126,1126
161,43677,2,1127,1127
162,43677,1,1128,1128
163,43677,5,1129,1129
164,43677,1,1130,1130
165,43677,1,1131,1131
166,43677,2,1132,1132
167,43678,1,1135,1135
168,43678,2,1136,1136
169,43678,1,1137,1137
170,43678,2,1140,1140
171,43678,3,1144,1144
172,43678,2,1147,1147
173,43678,3,1148,1148
174,43678,4,1150,1150
175,43678,2,1151,1151
176,43678,1,1156,1156
177,43678,2,1161,1161
178,43678,1,1162,1162
179,43678,1,1163,1163
180,43678,2,1167,1167
181,43678,2,1170,1170
182,43678,1,1171,1171
183,43678,1,1172,1172
184,43678,3,1173,1173
185,43678,1,1175,1175
186,43679,1,1176,1176
187,43679,2,1177,1177
188,43679,2,1178,1178
189,43680,3,1179,1179
190,43680,2,1180,1180
191,43680,2,1183,1183
192,43680,4,1184,1184
193,43680,1,1185,1185
194,43680,1,1186,1186
195,43680,2,1187,1187
196,43680,2,1188,1188
197,43680,1,1189,1189
198,43680,1,1190,1190
199,43680,2,1191,1191
200,43680,2,1192,1192
201,43680,3,1193,1193
202,43680,3,1194,1194
203,43680,1,1196,1196
204,43681,6,1197,1197
205,43681,5,1198,1198
206,43681,1,1199,1199
207,43681,1,1200,1200
208,43681,1,1201,1201
209,43681,2,1202,1202
210,43681,3,1203,1203
211,43681,2,1204,1204
212,43681,3,1206,1206
213,43681,1,1207,1207
214,43681,2,1208,1208
215,43681,2,1209,1209
216,43681,1,1210,1210
217,43681,2,1211,1211
218,43681,2,1212,1212
219,43681,2,1213,1213
220,43681,1,1214,1214
221,43681,2,1215,1215
222,43681,2,1216,1216
223,43681,1,1217,1217
224,43681,2,1218,1218
225,43682,2,1219,1219
226,43682,1,1220,1220
227,43682,2,1221,1221
228,43682,2,1222,1222
229,43682,1,1223,1223
230,43683,2,1224,1224
231,43683,2,1225,1225
232,43683,2,1226,1226
233,43683,1,1227,1227
234,43683,1,1228,1228
235,43683,2,1230,1230
236,43683,3,1231,1231
237,43683,4,1232,1232
238,43683,6,1233,1233
239,43683,1,1234,1234
240,43683,3,1235,1235
241,43683,5,1236,1236
242,43683,6,1237,1237
243,43684,2,1238,1238
244,43684,2,1240,1240
245,43684,1,1241,1241
246,43684,2,1242,1242
247,43684,1,1243,1243
248,43684,1,1244,1244
249,43685,3,1245,1245
250,43685,1,1246,1246
251,43685,1,1247,1247
252,43685,1,1248,1248
253,43686,3,1249,1249
254,43686,1,1250,1250
255,43686,1,1251,1251
256,43687,1,1252,1252
257,43687,2,1253,1253
258,43688,1,1254,1254
259,43688,2,1255,1255
260,43688,3,1256,1256
261,43688,1,1257,1257
262,43688,1,1258,1258
263,43688,2,1259,1259
264,43688,2,1260,1260
265,43688,2,1261,1261
266,43688,3,1262,1262
267,43688,1,1263,1263
268,43688,2,1264,1264
269,43689,3,1265,1265
270,43689,2,1266,1266
271,43689,2,1267,1267
272,43689,1,1268,1268
273,43689,2,1269,1269
274,43689,4,1270,1270
275,43689,2,1271,1271
276,43689,7,1272,1272
277,43689,3,1273,1273
278,43689,1,1274,1274
279,43689,6,1275,1275
280,43689,2,1276,1276
281,43689,2,1277,1277
282,43689,2,1278,1278
283,43689,5,1279,1279
284,43689,2,1280,1280
285,43689,2,1281,1281
286,43689,3,1282,1282
287,43689,2,1283,1283
288,43689,9,1284,1284
289,43689,4,1285,1285
290,43690,1,1286,1286
291,43690,1,1287,1287
292,43690,2,1288,1288
293,43690,2,1289,1289
294,43691,1,1290,1290
295,43692,5,1291,1291
296,43692,1,1292,1292
297,43692,8,1293,1293
298,43692,2,1295,1295
299,43692,10,1296,1296
300,43692,1,1297,1297
301,43692,4,1298,1298
302,43692,2,1299,1299
303,43692,8,1300,1300
304,43692,3,1301,1301
305,43692,6,1302,1302
306,43692,3,1303,1303
307,43692,6,1304,1304
308,43692,4,1305,1305
309,43692,7,1306,1306
310,43692,2,1307,1307
311,43692,4,1310,1310
312,43692,2,1312,1312
313,43692,1,1318,1318
314,43692,2,1320,1320
315,43692,1,1321,1321
316,43692,1,1322,1322
317,43692,3,1323,1323
318,43692,3,1324,1324
319,43692,1,1325,1325
320,43692,2,1326,1326
321,43692,4,1327,1327
322,43692,2,1328,1328
323,43693,3,1329,1329
324,43693,1,1330,1330
325,43693,6,1331,1331
326,43693,2,1332,1332
327,43693,3,1333,1333
328,43693,2,1334,1334
329,43693,1,1335,1335
330,43693,3,1336,1336
331,43693,1,1337,1337
332,43693,1,1339,1339
333,43694,3,1340,1340
334,43694,3,1341,1341
335,43694,2,1342,1342
336,43694,1,1343,1343
337,43694,3,1344,1344
338,43694,1,1345,1345
339,43694,1,1346,1346
340,43694,1,1347,1347
341,43694,2,1348,1348
342,43694,1,1349,1349
343,43694,5,1350,1350
344,43695,2,1351,1351
345,43695,2,1352,1352
346,43695,1,1353,1353
347,43695,1,1354,1354
348,43695,5,1355,1355
349,43695,6,1356,1356
350,43695,2,1357,1357
351,43695,5,1358,1358
352,43696,1,1359,1359
353,43697,1,1361,1361
354,43698,1,1363,1363
355,43699,1,1365,1365
356,43700,1,1366,1366
357,43701,1,1367,1367
358,43702,1,1370,1370
359,43703,1,1371,1371
360,43704,1,1372,1372
361,43705,1,1373,1373
362,43706,1,1374,1374
363,43707,1,1375,1375
364,43708,1,1376,1376
365,43709,1,1377,1377
366,43710,1,1378,1378
367,43711,1,1379,1379
368,43712,1,1380,1380
369,43713,1,1381,1381
370,43714,1,1382,1382
371,43715,1,1385,1385
372,43716,1,1387,1387
373,43717,1,1388,1388
374,43718,1,1389,1389
375,43719,1,1390,1390
376,43720,1,1391,1391
377,43721,1,1392,1392
378,43722,1,1393,1393
379,43723,1,1394,1394
380,43724,1,1395,1395
381,43725,1,1396,1396
382,43726,1,1397,1397
383,43727,1,1398,1398
384,43728,1,1399,1399
385,43729,1,1401,1401
386,43730,1,1405,1405
387,43731,1,1406,1406
388,43732,1,1407,1407
389,43733,1,1408,1408
390,43734,1,1409,1409
391,43735,1,1411,1411
392,43736,1,1412,1412
393,43737,1,1413,1413
394,43738,1,1414,1414
395,43739,1,1415,1415
396,43740,1,1416,1416
397,43741,1,1417,1417
398,43742,1,1419,1419
399,43743,1,1422,1422
400,43744,1,1423,1423
401,43745,1,1425,1425
402,43746,1,1426,1426
403,43747,1,1427,1427
404,43748,1,1428,1428
405,43749,1,1429,1429
406,43750,1,1430,1430
407,43751,1,1431,1431
408,43752,1,1432,1432
409,43753,1,1437,1437
410,43754,1,1438,1438
411,43755,1,1439,1439
412,43756,1,1440,1440
413,43757,1,1441,1441
414,43758,1,1442,1442
415,43759,1,1445,1445
416,43760,1,1446,1446
417,43761,1,1447,1447
418,43762,1,1449,1449
419,43763,1,1453,1453
420,43764,1,1454,1454
421,43765,1,1456,1456
422,43766,1,1457,1457
423,43767,1,1458,1458
424,43768,1,1459,1459
425,43769,1,1460,1460
426,43770,1,1461,1461
427,43771,1,1464,1464
428,43772,1,1465,1465
429,43773,1,1466,1466
430,43774,1,1468,1468
431,43775,1,1473,1473
432,43776,1,1474,1474
433,43777,1,1475,1475
434,43778,1,1476,1476
435,43779,1,1477,1477
436,43780,1,1479,1479
437,43781,1,1480,1480
438,43782,1,1483,1483
439,43783,1,1484,1484
440,43784,1,1485,1485
